Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
2015,4,Catamarca,26180,242,15,1,34,26472,6,26,26459,13,15,6513,14484,4106,1313,39,1,0,26471
2015,4,Chaco,56818,29456,186,52,41,86553,7,28,86537,16,194,9593,46771,18608,10092,1136,159,0,86553
2015,4,Chubut,43968,811,916,13521,4803,64019,11,36,62279,1740,625,5774,71881,168,0,0,0,0,78448
2015,4,Córdoba,353530,266062,480,5613,385,626070,17,57,625835,235,148,63746,427471,62989,67151,3336,1088,0,625929
2015,4,Corrientes,55681,28178,177,1354,45,85435,7,30,85409,26,29,11248,48104,17877,7569,456,150,0,85433
2015,4,Entre Ríos,113983,53411,122,6427,194,174137,13,44,173957,180,2865,18883,104224,33989,13668,399,163,0,174191
2015,4,Formosa,21734,5314,4,1023,14,28089,4,19,28088,1,1791,6081,14279,2704,2713,519,4,0,28091
2015,4,Jujuy,32934,6933,22,0,35,39924,5,21,39922,2,2551,8876,21867,5044,1587,0,0,0,39925
2015,4,La Pampa,12755,42705,4327,6205,374,66366,19,58,66054,312,592,12951,48798,16,63,49,10,0,62479
2015,4,La Rioja,16886,0,16,2,28,16932,4,17,16914,18,10,3638,9127,2937,1215,2,3,0,16932
2015,4,Mendoza,153293,13030,2572,38,1874,170807,9,32,169251,1556,241,23,174719,38,41,5,13,0,175080
2015,4,Misiones,60252,32533,48,5,15,92853,7,28,92846,7,959,9169,51029,17281,13690,675,52,0,92855
2015,4,Neuquén,51680,38902,1048,12934,2852,107416,17,58,105122,2294,1727,2061,89678,455,7934,9,175,0,102039
2015,4,Río Negro,66851,27221,915,3407,1328,99722,14,46,98655,1067,3282,4473,89062,201,4024,5,75,0,101122
2015,4,Salta,78744,22446,47,129,554,101920,7,31,101917,3,1122,11387,65677,17139,6507,99,5,0,101936
